id,y_true,pred_M0,pred_M1,pred_M2,pred_M3
72773,21,4,21,18,18
72774,22,39,22,22,22
72775,37,2,37,37,37
72776,10,3,10,10,10
72777,6,8,37,6,37
72778,8,8,8,8,8
72779,42,1,42,42,42
72780,46,1,46,46,46
72781,30,4,30,30,30
72782,46,6,46,46,46
72783,9,9,9,9,9
72784,45,4,45,43,45
72785,6,6,6,6,6
72786,18,1,1,1,1
72787,43,39,43,43,43
72788,45,39,45,45,45
72789,34,39,34,34,34
72790,0,0,24,24,24
72791,1,1,1,1,1
72792,5,2,28,28,28
72793,1,1,1,1,1
72794,1,1,1,1,1
72795,1,1,1,1,1
72796,10,4,10,10,10
72797,3,3,3,3,3
72798,27,46,39,27,27
72799,42,8,42,42,42
72800,0,0,0,0,0
72801,3,6,3,3,3
72802,2,6,2,2,2
72803,37,6,6,6,6
72804,26,4,26,26,26
72805,8,8,8,8,8
72806,2,2,2,2,2
72807,9,4,9,9,9
72808,4,8,34,34,34
72809,5,6,5,5,5
72810,43,39,43,43,43
72811,6,6,6,6,6
72812,8,8,8,8,8
72813,28,0,28,28,28
72814,46,8,46,46,46
72815,32,0,32,23,32
72816,38,6,38,38,38
72817,6,6,6,6,6
72818,46,1,46,46,46
72819,8,8,8,8,8
72820,32,8,32,32,32
72821,41,4,41,41,41
72822,42,1,42,37,42
72823,26,3,26,26,26
72824,2,2,2,2,2
72825,36,39,36,36,36
72826,36,39,36,36,36
72827,43,39,23,23,23
72828,6,0,6,6,6
72829,39,39,39,39,39
72830,0,24,24,24,24
72831,0,0,0,0,0
72832,22,39,22,22,22
72833,4,4,4,4,4
72834,4,4,4,4,4
72835,23,4,23,23,23
72836,28,5,28,28,5
72837,3,1,3,3,3
72838,7,7,7,7,7
72839,22,39,22,22,22
72840,3,3,3,3,3
72841,1,1,1,1,1
72842,29,8,29,29,29
72843,9,9,9,9,9
72844,0,0,0,0,0
72845,24,0,24,24,0
72846,3,3,3,3,3
72847,3,3,3,3,3
72848,45,39,45,45,45
72849,36,39,36,36,36
72850,8,8,8,8,8
72851,15,4,15,15,10
72852,15,1,15,15,15
72853,30,0,30,30,30
72854,3,8,3,3,3
72855,7,7,7,7,7
72856,46,8,46,46,46
72857,3,3,3,3,3
72858,5,8,5,5,5
72859,4,4,4,4,4
72860,3,3,3,3,3
72861,3,3,3,3,3
72862,18,3,18,18,18
72863,8,6,8,8,8
72864,39,39,39,39,39
72865,1,1,1,1,1
72866,9,0,9,9,9
72867,6,0,6,6,6
72868,0,0,24,24,0
72869,9,4,9,9,9
72870,5,8,5,5,5
72871,5,0,5,5,5
72872,28,2,28,28,28
72873,2,2,2,2,2
72874,14,8,14,8,14
72875,24,0,0,0,0
72876,4,8,4,4,4
72877,1,1,1,1,1
72878,46,39,46,46,46
72879,8,8,8,8,8
72880,8,8,8,8,8
72881,5,5,5,5,5
72882,8,8,8,8,8
72883,2,2,2,2,2
72884,10,0,10,10,10
72885,23,39,23,23,23
72886,28,6,28,28,28
72887,1,1,1,1,1
72888,24,0,24,24,0
72889,20,2,27,27,27
72890,1,1,1,1,1
72891,15,8,15,15,15
72892,39,39,39,39,39
72893,7,4,7,7,7
72894,6,6,6,6,6
72895,4,8,4,4,4
72896,43,3,43,43,43
72897,9,3,9,9,9
72898,12,2,12,12,12
72899,7,7,7,7,7
72900,28,3,28,28,28
72901,1,1,1,1,1
72902,37,39,42,42,42
72903,29,8,29,29,29
72904,29,6,29,1,29
72905,0,0,0,0,0
72906,1,1,1,1,1
72907,25,39,25,25,25
72908,3,3,3,3,3
72909,8,8,8,8,8
72910,21,6,21,21,21
72911,27,39,36,27,36
72912,9,4,9,9,9
72913,33,8,33,33,33
72914,0,0,0,0,0
72915,6,4,6,6,32
72916,41,8,9,9,9
72917,29,6,29,29,29
72918,0,0,0,0,0
72919,46,8,45,46,45
72920,39,39,39,39,39
72921,18,1,1,1,21
72922,25,39,25,25,25
72923,9,7,9,9,9
72924,5,8,5,5,5
72925,2,6,2,2,2
72926,3,3,3,3,3
72927,8,8,8,8,8
72928,4,4,4,4,4
72929,33,8,33,33,33
72930,39,39,39,39,39
72931,18,1,1,1,1
72932,3,6,3,3,3
72933,37,3,37,37,37
72934,2,2,2,2,2
72935,8,2,8,8,8
72936,7,7,7,7,7
72937,8,8,8,8,8
72938,30,3,30,30,30
72939,6,6,6,6,6
72940,28,6,28,28,28
72941,21,0,21,21,21
72942,7,1,7,7,7
72943,46,1,46,46,46
72944,0,0,24,24,24
72945,36,4,36,36,36
72946,2,2,2,2,2
72947,24,24,24,24,24
72948,2,2,2,2,2
72949,9,9,9,9,9
72950,24,0,26,0,26
72951,9,9,9,9,9
72952,30,39,30,30,30
72953,7,1,7,7,7
72954,39,24,39,39,39
72955,32,2,32,32,32
72956,32,2,32,32,32
72957,8,8,8,8,8
72958,39,8,39,39,39
72959,7,7,7,7,7
72960,9,4,9,9,9
72961,24,0,0,0,0
72962,39,39,39,39,39
72963,6,6,6,6,6
72964,2,2,2,2,2
72965,31,4,31,31,31
72966,46,8,46,46,46
72967,0,0,0,0,0
72968,2,2,2,2,2
72969,0,24,24,24,24
72970,39,39,39,39,39
72971,7,7,7,7,7
72972,25,8,25,25,25
72973,39,39,39,12,39
72974,5,5,5,5,5
72975,2,2,2,2,2
72976,1,1,1,1,1
72977,3,3,3,3,3
72978,42,2,42,42,42
72979,8,8,8,8,8
72980,5,8,5,5,5
72981,22,39,22,22,22
72982,3,3,3,3,3
72983,1,1,1,1,1
72984,16,2,16,16,16
72985,18,8,1,1,1
72986,24,0,0,0,0
72987,24,24,24,24,24
72988,12,6,12,12,12
72989,24,0,0,0,0
72990,33,4,33,33,33
72991,15,39,15,15,15
72992,42,2,42,42,42
72993,7,7,7,7,7
72994,3,9,3,3,3
72995,7,9,7,7,29
72996,10,8,8,44,10
72997,4,4,4,4,4
72998,9,9,9,9,9
72999,1,1,1,1,1
73000,5,6,5,5,5
73001,7,6,7,7,7
73002,21,1,1,1,1
73003,23,0,23,23,23
73004,1,1,1,1,1
73005,6,6,6,6,6
73006,38,0,38,38,38
73007,1,1,21,18,1
73008,5,6,5,5,5
73009,20,8,20,20,20
73010,11,3,11,11,11
73011,7,8,7,7,7
73012,10,39,10,10,10
73013,2,2,2,2,2
73014,18,6,18,18,18
73015,12,0,12,12,12
73016,39,39,39,39,39
73017,3,3,3,3,3
73018,15,8,15,15,15
73019,21,1,1,1,1
73020,8,8,8,8,8
73021,8,8,8,8,8
73022,43,39,43,43,43
73023,6,6,6,6,6
73024,6,6,6,6,6
73025,3,3,3,3,3
73026,2,2,2,2,2
73027,2,2,2,2,2
73028,6,6,6,6,6
73029,21,1,1,1,1
73030,2,6,2,2,2
73031,8,3,8,8,8
73032,21,1,1,21,1
73033,30,24,30,30,30
73034,39,39,39,39,39
73035,21,39,21,21,21
73036,1,1,21,1,1
73037,31,39,31,31,31
73038,13,2,13,13,13
73039,35,2,35,35,35
73040,22,43,22,22,22
73041,0,0,0,0,0
73042,33,8,33,33,33
73043,1,1,1,1,1
73044,6,2,6,6,6
73045,4,4,4,34,4
73046,19,6,19,19,19
73047,30,3,30,30,6
73048,2,2,2,2,2
73049,0,0,0,0,0
73050,3,3,3,3,3
73051,4,4,4,4,4
73052,8,8,8,8,8
73053,45,39,45,45,45
73054,7,7,7,7,7
73055,29,8,29,29,29
73056,18,1,1,18,1
73057,41,4,36,36,36
73058,0,0,0,0,0
73059,22,39,22,22,22
73060,21,5,1,21,21
73061,34,8,34,34,34
73062,2,2,35,35,35
73063,3,6,3,3,3
73064,4,4,4,4,4
73065,12,39,12,12,12
73066,2,2,2,2,2
73067,9,9,9,9,9
73068,8,8,8,8,27
73069,22,24,22,22,43
73070,25,8,25,25,25
73071,8,8,8,8,8
73072,23,8,23,23,23
73073,2,2,2,2,2
73074,42,6,42,42,42
73075,7,7,7,7,7
73076,2,2,2,2,2
73077,16,7,16,16,16
73078,6,6,6,6,6
73079,45,39,45,45,45
73080,16,6,6,6,6
73081,1,1,1,1,1
73082,32,46,32,32,32
73083,9,4,9,9,9
73084,36,39,36,30,36
73085,3,3,3,3,3
73086,24,0,0,24,0
73087,2,2,2,2,2
73088,28,2,28,28,28
73089,28,3,28,28,28
73090,3,8,3,41,3
73091,1,4,1,1,1
73092,25,7,25,25,25
73093,24,2,0,0,0
73094,1,1,1,1,1
73095,11,0,11,11,11
73096,2,2,2,2,2
73097,8,8,8,8,8
73098,8,8,8,8,8
73099,7,8,7,7,7
73100,4,8,4,4,4
73101,12,0,12,12,12
73102,8,8,8,8,8
73103,4,9,4,34,4
73104,2,2,2,2,2
73105,11,3,11,11,11
73106,9,4,9,9,9
73107,20,0,20,20,20
73108,26,2,26,26,26
73109,2,2,2,2,2
73110,4,3,4,4,4
73111,24,0,0,0,0
73112,30,0,30,30,30
73113,7,43,7,7,7
73114,0,0,0,0,0
73115,6,6,6,6,6
73116,25,8,25,25,25
73117,18,4,18,18,18
73118,2,1,2,2,2
73119,11,3,11,5,8
73120,46,6,46,46,46
73121,38,3,38,38,38
73122,39,1,39,21,21
73123,39,39,39,39,39
73124,30,0,30,30,30
73125,46,39,46,46,46
73126,29,8,29,29,29
73127,6,6,6,6,6
73128,12,7,39,12,39
73129,1,1,1,1,1
73130,39,39,39,39,39
73131,6,6,6,6,6
73132,12,39,12,12,12
73133,1,1,1,1,1
73134,2,1,2,2,2
73135,2,0,2,2,2
73136,4,6,4,4,4
73137,38,1,38,38,38
73138,2,2,2,2,2
73139,9,9,9,9,9
73140,4,4,4,4,4
73141,5,3,5,5,5
73142,39,39,39,39,39
73143,7,7,7,7,7
73144,36,39,36,36,36
73145,39,39,39,39,39
73146,6,3,6,6,6
73147,1,1,1,1,1
73148,9,4,9,9,9
73149,21,1,1,1,1
73150,45,39,45,45,45
73151,9,4,9,9,9
73152,7,7,7,7,7
73153,7,7,7,7,7
73154,12,0,12,12,12
73155,19,3,19,19,19
73156,12,24,12,12,12
73157,4,4,4,4,4
73158,22,39,22,22,22
73159,7,7,7,7,7
73160,0,0,0,0,0
73161,46,1,46,46,46
73162,21,1,1,1,1
73163,8,8,8,8,8
73164,32,39,32,32,32
73165,24,24,24,24,24
73166,4,4,34,34,4
73167,8,3,8,8,8
73168,11,0,11,11,11
73169,35,2,35,35,35
73170,8,6,8,8,8
73171,34,1,34,34,34
73172,25,1,25,25,25
73173,20,8,20,20,20
73174,1,1,1,1,1
73175,46,8,46,46,46
73176,4,4,4,4,4
73177,1,8,1,1,1
73178,7,7,7,7,7
73179,6,24,6,6,6
73180,18,1,18,18,18
73181,0,24,24,24,24
73182,25,8,25,25,25
73183,8,8,8,8,8
73184,4,8,4,4,4
73185,8,1,8,8,8
73186,42,6,42,42,42
73187,5,3,5,5,5
73188,7,7,7,7,7
73189,7,7,7,7,7
73190,21,6,21,21,21
73191,28,6,28,28,28
73192,3,3,3,3,3
73193,45,39,45,45,45
73194,43,43,43,43,43
73195,39,0,39,39,39
73196,18,1,1,1,1
73197,15,8,15,15,15
73198,32,1,32,32,32
73199,29,4,29,29,29
73200,39,39,39,39,39
73201,2,2,2,2,2
73202,14,8,14,14,14
73203,6,2,32,6,6
73204,2,2,2,2,2
73205,9,1,9,9,9
73206,31,8,31,31,31
73207,39,39,39,39,39
73208,5,5,5,5,5
73209,21,1,21,21,21
73210,6,6,6,6,6
73211,1,1,18,18,18
73212,2,2,35,2,2
73213,4,8,46,4,4
73214,8,5,8,8,8
73215,21,1,1,1,1
73216,1,1,21,21,21
73217,3,3,3,3,3
73218,31,4,31,31,31
73219,0,0,0,0,0
73220,6,24,6,6,6
73221,0,0,0,0,0
73222,5,2,28,28,28
73223,3,3,3,3,3
73224,6,6,6,6,6
73225,12,5,12,12,12
73226,3,3,3,3,3
73227,35,2,2,35,2
73228,25,1,25,25,25
73229,13,0,13,13,13
73230,0,0,0,0,0
73231,1,1,1,21,1
73232,6,6,6,6,6
73233,18,1,1,1,1
73234,36,39,36,36,36
73235,46,4,46,46,46
73236,18,1,1,21,1
73237,45,6,45,45,45
73238,24,24,24,24,24
73239,6,8,6,6,6
73240,0,0,0,0,0
73241,4,4,4,4,4
73242,28,6,28,28,28
73243,39,39,39,39,39
73244,1,8,1,1,1
73245,0,0,0,0,0
73246,9,9,9,9,9
73247,46,39,46,46,46
73248,45,4,45,45,45
73249,7,1,7,7,7
73250,11,0,11,11,11
73251,43,39,43,43,43
73252,14,3,14,14,14
73253,28,6,28,28,28
73254,30,0,30,30,30
73255,7,7,7,7,7
73256,24,0,24,24,0
73257,46,6,46,46,46
73258,8,8,8,8,8
73259,29,7,29,29,29
73260,8,39,8,11,10
73261,28,6,28,28,28
73262,34,1,34,34,34
73263,1,6,1,1,1
73264,1,1,1,1,1
73265,4,4,4,4,4
73266,28,6,28,28,28
73267,9,8,9,9,9
73268,6,6,6,6,6
73269,6,6,6,6,6
73270,8,8,8,8,8
73271,25,8,25,25,25
73272,24,0,0,0,0
73273,39,39,39,39,39
73274,29,1,29,29,29
73275,3,3,3,3,3
73276,8,8,8,8,8
73277,7,7,7,7,7
73278,7,7,7,7,7
73279,1,4,1,1,1
73280,4,8,4,4,4
73281,4,8,4,4,4
73282,5,5,5,5,5
73283,39,39,39,39,39
73284,9,4,9,9,9
73285,3,46,3,3,3
73286,8,8,8,8,8
73287,30,0,30,30,30
73288,3,2,3,3,3
73289,2,2,2,2,2
73290,33,4,33,33,33
73291,24,0,24,24,24
73292,0,0,0,0,0
73293,1,1,1,1,1
73294,0,0,24,24,24
73295,39,39,39,39,39
73296,4,2,4,4,4
73297,0,0,0,0,0
73298,2,2,2,2,2
73299,15,39,15,15,15
73300,2,0,2,2,2
73301,11,8,8,15,8
73302,4,4,4,4,4
73303,9,9,9,9,9
73304,3,8,3,3,3
73305,39,39,39,39,39
73306,21,2,21,21,21
73307,9,8,9,9,9
73308,28,6,28,28,28
73309,9,8,9,9,9
73310,35,7,2,2,2
73311,2,0,2,2,2
73312,39,39,39,39,39
73313,2,2,2,2,2
73314,24,0,0,24,0
73315,12,39,12,12,12
73316,9,4,9,9,9
73317,31,4,31,31,31
73318,7,0,7,7,7
73319,38,6,38,38,38
73320,3,3,3,3,3
73321,24,0,0,24,0
73322,4,8,4,4,4
73323,0,0,0,0,0
73324,14,5,14,14,14
73325,2,2,2,2,2
73326,8,4,8,8,8
73327,25,39,25,25,25
73328,39,39,39,39,39
73329,1,1,1,1,1
73330,23,0,23,23,23
73331,7,7,7,7,7
73332,31,8,31,31,31
73333,22,39,22,22,22
73334,5,6,5,5,5
73335,15,39,15,15,15
73336,20,6,20,20,20
73337,46,4,46,41,46
73338,39,6,39,39,39
73339,25,8,25,25,25
73340,27,39,27,27,27
73341,45,39,45,45,45
73342,6,6,6,6,6
73343,14,4,14,24,14
73344,3,3,3,3,3
73345,9,4,9,9,9
73346,36,39,36,36,36
73347,9,8,9,9,9
73348,5,3,28,5,28
73349,4,8,4,4,4
73350,3,3,3,3,3
73351,28,6,28,28,28
73352,39,39,39,39,39
73353,3,3,3,3,3
73354,9,9,9,9,9
73355,7,3,7,7,7
73356,43,43,43,43,43
73357,30,2,30,30,30
73358,22,39,22,22,22
73359,2,2,2,2,2
73360,34,1,34,34,34
73361,41,43,41,9,9
73362,5,5,5,5,5
73363,2,2,2,2,2
73364,1,1,1,1,1
73365,30,0,30,30,30
73366,22,39,22,22,22
73367,3,3,3,3,3
73368,45,39,45,45,45
73369,33,8,33,33,33
73370,32,2,32,32,32
73371,31,4,31,30,31
73372,1,1,1,1,1
73373,9,9,9,9,9
73374,20,8,20,20,20
73375,46,4,4,46,46
73376,24,0,0,0,0
73377,2,7,2,2,2
73378,23,2,23,23,23
73379,39,0,39,39,39
73380,6,6,6,6,6
73381,8,9,8,8,8
73382,45,39,45,45,45
73383,3,2,3,3,3
73384,0,0,0,0,0
73385,24,0,24,24,0
73386,12,39,12,12,12
73387,7,7,7,7,7
73388,4,39,4,4,4
73389,40,8,15,15,15
73390,0,0,0,0,0
73391,3,24,3,3,3
73392,37,3,37,37,37
73393,30,4,30,30,30
73394,6,3,6,6,6
73395,16,2,6,6,16
73396,14,0,14,14,14
73397,4,4,4,4,4
73398,26,2,26,26,26
73399,3,3,3,3,3
73400,43,0,43,43,43
73401,3,7,3,3,3
73402,34,4,34,34,34
73403,4,4,4,4,4
73404,10,2,10,10,10
73405,7,7,7,7,7
73406,17,43,17,17,17
73407,40,39,15,15,15
73408,25,8,25,25,25
73409,8,1,8,8,8
73410,1,1,1,1,1
73411,39,39,39,39,39
73412,14,6,14,14,14
73413,28,6,5,28,28
73414,30,4,30,30,30
73415,7,7,7,7,7
73416,46,8,46,46,46
73417,10,39,10,10,10
73418,8,8,8,8,8
73419,34,8,34,34,34
73420,21,1,1,1,1
73421,0,0,0,0,0
73422,39,39,39,39,39
73423,3,3,3,3,3
73424,3,3,3,3,3
73425,28,6,28,28,28
73426,31,39,31,31,31
73427,6,24,6,6,6
73428,8,8,8,8,25
73429,39,39,39,39,39
73430,29,39,29,29,29
73431,15,6,15,15,15
73432,7,7,7,7,7
73433,6,6,6,6,6
73434,0,2,0,0,0
73435,7,0,9,7,43
73436,4,4,4,4,4
73437,2,0,2,2,2
73438,1,1,1,1,1
73439,46,6,15,15,15
73440,3,1,3,3,3
73441,6,6,6,6,6
73442,4,4,4,4,4
73443,6,24,6,6,6
73444,31,4,31,31,31
73445,28,39,28,28,28
73446,35,2,35,35,35
73447,24,24,24,24,24
73448,1,6,1,1,1
73449,7,7,7,7,7
73450,3,2,3,3,3
73451,0,0,0,0,0
73452,6,6,6,6,6
73453,28,2,28,28,28
73454,21,6,21,21,21
73455,1,1,21,21,1
73456,3,6,3,3,3
73457,2,2,2,2,2
73458,32,3,32,32,30
73459,18,1,1,1,1
73460,0,0,0,0,0
73461,2,9,2,2,2
73462,12,0,12,12,12
73463,45,39,45,45,45
73464,4,4,4,4,4
73465,5,39,5,5,5
73466,8,8,8,8,8
73467,22,39,22,22,22
73468,7,9,7,7,7
73469,4,8,4,4,4
73470,43,3,43,43,43
73471,45,8,45,45,45
73472,4,4,4,4,4
73473,46,8,46,46,46
73474,36,43,36,36,36
73475,8,6,8,8,8
73476,21,1,1,1,1
73477,37,3,37,37,37
73478,31,4,31,31,31
73479,3,3,3,3,3
73480,4,8,4,4,4
73481,6,5,6,6,6
73482,30,24,30,30,30
73483,21,0,21,21,21
73484,30,24,30,30,30
73485,25,8,25,25,25
73486,44,8,9,9,9
73487,6,24,6,6,6
73488,29,7,29,29,29
73489,7,7,7,7,7
73490,1,1,1,1,1
73491,3,3,3,3,3
73492,7,7,7,7,7
73493,9,8,9,9,9
73494,5,3,5,5,5
73495,29,39,29,29,29
73496,4,4,4,4,4
73497,2,2,2,2,2
73498,2,2,2,2,2
73499,24,0,24,24,24
73500,26,39,36,36,36
73501,22,39,22,4,22
73502,30,0,30,30,30
73503,2,2,2,2,2
73504,15,8,15,15,15
73505,38,6,38,38,38
73506,7,7,7,7,7
73507,2,6,2,2,2
73508,7,7,7,7,7
73509,5,6,5,5,5
73510,39,39,39,39,39
73511,8,8,8,8,8
73512,9,9,9,9,9
73513,20,4,20,20,20
73514,10,2,10,10,10
73515,18,1,18,18,1
73516,7,7,7,7,7
73517,30,0,30,30,30
73518,39,39,39,39,39
73519,2,0,2,2,2
73520,18,1,1,18,1
73521,33,39,20,20,33
73522,28,6,28,28,28
73523,31,4,31,31,31
73524,5,8,5,5,5
73525,5,5,5,5,5
73526,4,4,4,4,4
73527,12,24,12,12,12
73528,9,9,9,9,9
73529,45,39,45,45,45
73530,6,6,6,6,6
73531,2,2,2,2,2
73532,3,8,3,3,3
73533,23,4,23,23,23
73534,3,3,3,3,3
73535,12,6,12,12,12
73536,1,1,1,1,1
73537,11,0,0,0,0
73538,15,4,15,15,15
73539,4,6,4,4,4
73540,28,6,28,5,28
73541,21,6,21,21,21
73542,38,24,38,38,38
73543,6,6,6,6,6
73544,10,43,10,10,10
73545,2,2,2,2,2
73546,6,3,6,6,6
73547,25,8,25,25,25
73548,28,3,28,5,5
73549,3,8,3,3,3
73550,28,6,28,28,28
73551,38,24,38,38,38
73552,21,1,1,1,1
73553,3,6,3,3,3
73554,3,6,3,3,3
73555,35,39,35,35,35
73556,39,39,39,39,39
73557,7,7,7,7,7
73558,6,6,37,6,6
73559,6,39,6,6,6
73560,24,24,24,24,24
73561,4,4,4,4,4
73562,4,4,4,4,4
73563,9,8,9,9,9
73564,24,0,0,24,0
73565,7,7,7,7,7
73566,1,1,1,1,1
73567,42,6,6,6,6
73568,9,9,9,9,9
73569,6,6,6,6,6
73570,0,0,0,0,0
73571,21,6,21,21,21
73572,12,39,12,12,12
73573,4,9,4,4,4
73574,26,39,26,26,26
73575,36,39,36,36,36
73576,8,8,8,8,8
73577,6,6,6,6,6
73578,39,39,39,39,39
73579,16,8,8,11,11
73580,37,0,37,37,37
73581,42,2,42,42,42
73582,17,3,10,17,10
73583,21,1,1,1,1
73584,5,6,5,5,5
73585,7,7,7,7,7
73586,0,0,0,0,0
73587,20,39,20,20,20
73588,5,6,5,5,5
73589,38,1,38,38,38
73590,23,39,23,23,23
73591,6,24,6,6,6
73592,8,8,8,8,8
73593,24,0,0,24,0
73594,43,0,43,43,43
73595,9,9,9,9,9
73596,34,2,34,34,34
73597,7,8,7,7,7
73598,33,8,34,34,34
73599,1,1,1,21,1
73600,36,0,36,36,36
73601,1,1,1,1,1
73602,32,2,32,32,32
73603,41,9,3,3,3
73604,4,4,4,4,4
73605,2,2,2,2,2
73606,2,2,2,2,2
73607,1,1,1,1,1
73608,3,0,3,3,3
73609,43,8,43,43,43
73610,42,2,42,42,42
73611,45,8,45,45,45
73612,3,0,3,3,3
73613,7,8,7,7,7
73614,5,6,5,5,5
73615,46,1,46,46,46
73616,6,8,6,37,6
73617,38,8,38,38,38
73618,39,39,39,39,39
73619,14,3,14,14,14
73620,1,6,1,1,1
73621,24,0,0,0,0
73622,21,1,1,1,1
73623,32,2,32,32,32
73624,21,1,1,1,1
73625,9,9,9,9,9
73626,9,9,9,9,9
73627,6,6,6,6,6
73628,24,0,0,0,0
73629,1,1,1,1,1
73630,38,6,38,38,38
73631,2,2,2,2,2
73632,32,2,32,32,32
73633,39,39,39,39,39
73634,28,2,28,28,28
73635,0,0,0,0,0
73636,0,0,24,0,0
73637,21,1,1,1,1
73638,12,39,12,12,12
73639,26,8,26,26,26
73640,28,2,28,28,28
73641,7,7,7,7,7
73642,5,5,5,5,5
73643,24,0,0,24,24
73644,42,8,42,42,42
73645,46,1,46,46,46
73646,4,2,4,4,4
73647,24,24,24,24,24
73648,15,43,15,15,15
73649,6,8,6,6,6
73650,46,8,46,46,46
73651,1,4,1,1,1
73652,0,0,0,0,0
73653,46,6,46,46,46
73654,5,6,5,5,5
73655,3,0,3,3,3
73656,24,24,24,24,24
73657,1,1,1,1,1
73658,4,4,4,4,4
73659,1,1,1,1,1
73660,0,0,0,0,0
73661,1,1,1,1,1
73662,1,1,1,1,1
73663,6,8,6,6,6
73664,2,3,2,2,2
73665,45,39,45,23,43
73666,15,1,15,40,15
73667,24,24,24,24,24
73668,18,1,1,1,1
73669,0,0,0,0,0
73670,2,2,2,2,2
73671,1,1,1,1,1
73672,8,8,8,8,8
73673,1,1,1,1,1
73674,37,6,37,37,37
73675,3,3,3,3,3
73676,8,8,8,8,8
73677,15,8,15,40,15
73678,1,1,1,1,1
73679,2,0,2,2,2
73680,36,39,36,36,36
73681,5,29,5,5,5
73682,0,0,0,0,0
73683,31,8,31,31,31
73684,46,4,46,46,46
73685,4,4,4,4,4
73686,0,0,24,0,0
73687,44,4,4,4,4
73688,32,2,32,32,32
73689,24,24,24,24,24
73690,1,1,1,21,1
73691,38,2,38,38,38
73692,0,0,0,0,0
73693,1,1,1,1,1
73694,30,3,30,30,30
73695,4,4,4,4,4
73696,1,1,1,1,1
73697,4,4,4,4,4
73698,9,9,9,9,9
73699,4,8,4,4,4
73700,6,6,6,6,6
73701,7,7,7,7,7
73702,4,4,4,4,4
73703,1,4,1,1,1
73704,37,6,37,37,37
73705,37,6,37,37,37
73706,4,4,4,4,4
73707,25,8,25,25,25
73708,19,0,19,19,19
73709,7,7,7,7,7
73710,4,4,4,4,4
73711,31,24,30,30,30
73712,7,7,7,7,7
73713,9,4,9,9,9
73714,42,3,42,42,42
73715,8,8,8,8,8
73716,45,39,45,45,45
73717,22,24,22,22,22
73718,6,3,6,6,6
73719,29,8,29,29,29
73720,7,7,7,7,7
73721,2,2,2,2,2
73722,34,4,34,34,34
73723,21,1,1,21,1
73724,3,3,3,3,3
73725,7,3,7,7,7
73726,1,1,1,18,1
73727,8,8,8,8,8
73728,0,24,24,24,24
73729,29,8,29,29,29
73730,1,1,1,1,1
73731,0,0,0,0,0
73732,4,4,4,4,4
73733,29,7,29,29,29
73734,28,6,28,28,28
73735,4,8,4,4,4
73736,9,4,9,9,9
73737,21,1,1,1,1
73738,7,7,7,7,7
73739,42,8,42,42,42
73740,0,0,0,0,0
73741,2,2,2,2,2
73742,25,8,25,25,25
73743,46,1,46,46,46
73744,45,39,45,45,45
73745,5,5,5,5,5
73746,38,8,38,38,38
73747,46,1,46,46,46
73748,24,24,24,24,36
73749,7,0,7,7,7
73750,29,4,29,29,29
73751,2,2,2,2,2
73752,39,39,39,39,39
73753,45,8,27,27,27
73754,22,39,22,22,22
73755,3,8,3,3,3
73756,6,6,6,6,6
73757,6,6,6,6,6
73758,9,3,9,9,9
73759,18,1,1,1,1
73760,7,0,7,7,7
73761,4,4,4,4,4
73762,5,5,5,5,5
73763,2,2,2,2,2
73764,6,24,6,6,6
73765,32,2,32,32,32
73766,34,4,31,34,34
73767,5,3,28,28,28
73768,21,3,21,21,21
73769,28,6,28,28,28
73770,15,8,15,15,15
73771,6,6,6,6,6
73772,39,39,39,39,39
73773,20,39,20,20,20
73774,21,1,1,1,1
73775,18,1,1,21,1
73776,39,4,21,39,39
73777,8,8,8,8,8
73778,4,8,4,4,4
73779,3,3,3,3,3
73780,39,3,2,2,39
73781,31,4,31,31,31
73782,30,4,30,30,30
73783,39,39,39,39,39
73784,42,5,42,42,42
73785,3,3,3,3,3
73786,4,39,33,8,4
73787,3,3,3,3,3
73788,2,6,2,2,2
73789,17,3,17,17,17
73790,1,1,1,1,1
73791,0,0,0,24,0
73792,4,8,4,4,4
73793,46,4,46,46,46
73794,3,3,3,3,3
73795,2,2,2,2,2
73796,24,0,24,24,24
73797,32,5,32,32,32
73798,28,5,28,28,28
73799,25,8,25,25,25
73800,1,1,1,1,1
73801,0,7,24,0,0
73802,6,6,6,6,6
73803,6,3,6,6,6
73804,5,24,5,5,5
73805,13,3,13,13,13
73806,20,39,20,20,20
73807,38,3,38,38,38
73808,40,8,15,15,15
73809,23,39,23,23,23
73810,34,8,34,34,34
73811,6,6,6,6,6
73812,12,0,12,12,12
73813,22,39,22,22,22
73814,43,39,43,43,43
73815,9,4,9,9,9
73816,1,1,1,1,1
73817,39,39,39,39,39
73818,8,9,8,8,8
73819,24,0,24,24,24
73820,3,3,3,3,3
73821,5,4,5,5,5
73822,15,2,40,40,15
73823,9,9,9,9,9
73824,39,39,39,39,39
73825,30,0,30,30,30
73826,1,1,1,1,1
73827,35,2,35,35,35
73828,21,8,1,1,1
73829,28,2,5,28,28
73830,2,2,2,2,2
73831,23,0,23,23,23
73832,24,24,24,24,24
73833,8,8,8,8,8
73834,43,0,43,43,43
73835,24,24,24,24,0
73836,23,39,23,23,23
73837,33,8,33,33,33
73838,6,6,6,6,6
73839,9,9,9,9,9
73840,22,39,22,22,22
73841,46,8,46,46,46
73842,30,24,30,30,30
73843,24,0,0,0,0
73844,2,2,2,2,2
73845,1,4,1,1,1
73846,6,6,6,6,6
